URL	DocTone	Title
http://www.enca.com/south-africa/three-somali-nationals-shot-and-killed-in-khayelitsha	-4.0	Three Somali nationals shot and killed in Khayelitsha
http://www.groundup.org.za/article/bongiwe-nininis-murder-shines-light-inequality/	-3.50194552529182	Bongiwe Ninini murder shines a light on inequality
http://www.groundup.org.za/article/commuters-rebel-metrorail-fails/	-4.98489425981874	Commuters rebel as Metrorail fails
http://www.groundup.org.za/article/long-queues-khayelitsha-taxi-rank-bus-strike-starts/	-3.0	Long queues at Khayelitsha taxi rank as bus drivers strike
http://www.groundup.org.za/article/victoria-mxenge-residents-dream-christmas-without-stench-raw-sewage/	-8.8	Victoria Mxenge residents dream of a Christmas without the stench of raw sewage
http://www.hillaac.net/four-somali-shopkeepers-killed-in-khayelitsha-in-under-a-month/	-6.87830687830688	Four Somali shopkeepers killed in Khayelitsha in under a month
http://www.hillaac.net/four-somali-shopkeepers-murdered-in-south-africa-2/	-6.96378830083566	Four Somali shopkeepers murdered in South Africa
http://www.hillaac.net/four-somali-shopkeepers-murdered-in-south-africa/	-6.96378830083566	Four Somali shopkeepers murdered in South Africa
http://www.hillaac.net/motives-questioned-as-somalis-buried/	-7.12468193384224	Motives questioned as Somalis buried
http://www.hillaac.net/somali-robberies-killings-not-xenophobia/	-6.31578947368421	Somali robberies , killings  not xenophobia  
http://www.hillaac.net/we-are-under-attack/	-7.46887966804979	  We are under attack  
http://www.iol.co.za/capeargus/news/spotlight-on-safety-of-emergency-personnel-8849899	-2.21238938053097	Spotlight on safety of emergency personnel
http://www.iol.co.za/capeargus/shack-dwellers-bear-the-brunt-of-capetownstorm-9648340	-7.60869565217391	Shack dwellers bear the brunt of # CapeTownStorm
http://www.iol.co.za/capetimes/child-7-killed-in-shooting-2097093	-4.76190476190476	Child , 7 , killed in shooting
http://www.iol.co.za/capetimes/news/11-somalis-killed-in-township-shootings-7627298	-8.38709677419355	11 Somalis killed in township shootings
http://www.iol.co.za/capetimes/news/fourth-somali-shopkeeper-killed-in-less-than-month-7967881	-7.80346820809249	Fourth Somali shopkeeper killed in less than month
http://www.iol.co.za/capetimes/news/militarising-services-may-not-protect-medics-7657661	-3.51170568561873	  Militarising services may not protect medics  
http://www.iol.co.za/capetimes/news/readers-come-to-little-ibongwes-assistance-8105211	0.3030303030303	Readers come to little Ibongwe assistance
http://www.iol.co.za/capetimes/news/residents-oppose-somalis-return-7798209	-3.98481973434536	Residents oppose Somali return
http://www.iol.co.za/capetimes/plea-to-end-attacks-on-paramedics-7664834	-3.19148936170213	Plea to end attacks on paramedics
http://www.iol.co.za/news/born-in-a-storm-baby-delivered-during-capestorm-9605500	-4.27807486631016	Born in a storm : baby delivered during # CapeStorm
http://www.iol.co.za/news/crime-courts/50-cape-paramedics-suffering-from-ptsd-7662078	-4.05679513184584	50 Cape paramedics suffering from PTSD
http://www.iol.co.za/news/crime-courts/body-in-drain-bongiwe-nininis-mom-breaks-silence-7802581	-4.82456140350877	Body in drain : Bongiwe Ninini mom breaks silence
http://www.iol.co.za/news/crime-courts/body-in-drain-killers-to-be-sentenced-this-week-7710610	-11.1111111111111	Body in drain : killers to be sentenced this week
http://www.iol.co.za/news/crime-courts/four-somali-shopkeepers-killed-in-khayelitsha-in-under-a-month-7968895	-7.69230769230769	Four Somali shopkeepers killed in Khayelitsha in under a month
http://www.iol.co.za/news/crime-courts/scores-of-cape-paramedics-suffering-from-ptsd-7662078	-4.04858299595141	Scores of Cape paramedics suffering from PTSD
http://www.iol.co.za/news/crime-courts/somali-robberies-killings-not-xenophobia-7631910	-6.37813211845102	Somali robberies , killings  not xenophobia  
http://www.iol.co.za/news/crime-courts/somalis-plead-for-an-end-to-killings-in-khayelitsha-8062425	-5.44662309368192	Somalis plead for an end to killings in Khayelitsha
http://www.iol.co.za/news/crime-courts/we-are-under-attack-7565874	-7.6271186440678	  We are under attack  
http://www.iol.co.za/news/south-africa/western-cape/readers-eager-and-willing-to-help-little-ibongwe-8110684	0.9009009009009	Readers eager and willing to help little Ibongwe
http://www.iol.co.za/weekend-argus/news/motives-questioned-as-somalis-buried-7608918	-7.6923076923077	Motives questioned as Somalis buried
http://www.iol.co.za:80/capeargus/shack-dwellers-bear-the-brunt-of-capetownstorm-9648340	-7.60869565217391	Shack dwellers bear the brunt of # CapeTownStorm
http://www.iol.co.za:80/news/born-in-a-storm-baby-delivered-during-capestorm-9605500	-4.27807486631016	Born in a storm : baby delivered during # CapeStorm
http://www.iol.co.za:80/news/crime-courts/body-in-drain-bongiwe-nininis-mom-breaks-silence-7802581	-4.82456140350877	Body in drain : Bongiwe Ninini mom breaks silence
http://www.iol.co.za:80/news/crime-courts/body-in-drain-killers-to-be-sentenced-this-week-7710610	-11.1111111111111	Body in drain : killers to be sentenced this week
http://www.iol.co.za:80/news/crime-courts/somali-robberies-killings-not-xenophobia-7631910	-6.37813211845102	Somali robberies , killings  not xenophobia  
http://www.iol.co.za:80/news/crime-courts/we-are-under-attack-7565874	-7.6271186440678	  We are under attack  
http://www.iol.co.za:80/news/south-africa/western-cape/readers-eager-and-willing-to-help-little-ibongwe-8110684	0.9009009009009	Readers eager and willing to help little Ibongwe
http://www.lagazzettadelsudafrica.net/index.php?option=com_content&view=article&id=1078:somalis-plead-for-an-end-to-killings-in-khayelitsha&catid=11&Itemid=124	-5.05263157894737	Somalis plead for an end to killings in Khayelitsha
http://www.lagazzettadelsudafrica.net/index.php?option=com_content&view=article&id=2301:the-situation-of-millions-of-south-africans-is-desperate&catid=11&Itemid=124	-2.85536933581626	  The situation of millions of South Africans is desperate  
http://www.lagazzettadelsudafrica.net/index.php?option=com_content&view=article&id=824:we-are-under-attack&catid=11&Itemid=124	-7.03448275862069	  We are under attack  
http://www.lagazzettadelsudafrica.net/index.php?option=com_content&view=article&id=876:eleven-somali-killed-but-it-is-not-xenophobia&catid=11&Itemid=124	-5.6644880174292	Eleven Somali killed but it is  not xenophobia  
http://www.miningweekly.com/article/government-policy-advocacy-tech-innovation-and-fact-based-talks-key-2018-ame-bc-objectives-2018-01-22	1.49786019971469	Government policy advocacy , tech innovation and fact - based talks key 2018 AME BC objectives
http://www.news24.com/SouthAfrica/Local/City-Vision/Death-hits-family-hard-20150722	-6.41891891891891	Death hits family hard
http://www.news24.com/SouthAfrica/Local/City-Vision/Suspects-arrested-20150729	-5.53359683794467	Suspects arrested
http://www.news24.com/SouthAfrica/Local/City-Vision/boyfriend-behind-bars-after-womans-battered-body-found-20170816	-7.421875	Boyfriend behind bars after woman battered body found
http://www.news24.com/SouthAfrica/News/city-hired-security-company-suspends-250-employees-20170722	-2.36087689713323	City
http://www.news24.com/SouthAfrica/News/commuters-rebel-as-metrorail-fails-20170613	-5.74324324324324	Commuters rebel as Metrorail fails
http://www.news24.com/SouthAfrica/News/flames-rubber-bullets-mark-cape-town-taxistrike-20170918	-5.26315789473685	Flames , rubber bullets mark Cape Town # TaxiStrike
http://www.news24.com/SouthAfrica/News/khayelitsha-backyarders-clash-with-police-20170619	-4.59363957597174	Khayelitsha backyarders clash with police
http://www.news24.com/SouthAfrica/News/three-somali-shopkeepers-murdered-in-khayelitsha-20170203	-6.61764705882353	Three Somali shopkeepers murdered in Khayelitsha
http://www.news24.com/SouthAfrica/News/waiting-period-on-cape-towns-housing-list-is-60-years-meeting-told-20171003	-1.90174326465927	Waiting period on Cape Town housing list is 60 years , meeting told
http://www.politicsweb.co.za/news-and-analysis/spike-in-attacks-on-myciti-buses--cape-town	-5.98290598290598	Spike in attacks on MyCiTi buses - Cape Town - NEWS & ANALYSIS
http://www.politicsweb.co.za/politics/spike-in-attacks-on-myciti-buses--cape-town	-5.99315068493151	Spike in attacks on MyCiTi buses - Cape Town - POLITICS
http://www.politicsweb.co.za/politics/steady-progress-in-implementing-khayelitsha-recomm	-0.32422417786012	Steady progress in implementing Khayelitsha recommendations
http://www.sabc.co.za/news/a/10e46c8041878a1daf06efbbbb0e2c33/Parties-in-W-Cape-commemorate-Youth-Day-20170616	1.73913043478261	SABC News
http://www.sabc.co.za/news/a/1fa884804ff0446bafacff2890c6dd6e/Shock-at-Somali-nationals-killed-in-Khayelitsha	-4.87804878048781	SABC News
http://www.sabc.co.za/news/a/1fa884804ff0446bafacff2890c6dd6e/Shock-at-Somali-nationals-killed-in-Khayelitsha-20170203	-4.87804878048781	SABC News
http://www.sanews.gov.za/south-africa/minister-sisulu-not-billed-attend-birthday-celebrations	1.85185185185185	Minister Sisulu not billed to attend birthday celebrations
http://www.sanews.gov.za/south-africa/western-cape-tackles-attacks-emergency-personnel	-6.14203454894434	Western Cape tackles attacks on emergency personnel
http://www.saps.gov.za/newsroom/msspeechdetail.php?nid=9848	-13.6752136752137	Services
http://www.saps.gov.za/newsroom/msspeechdetail.php?nid=9915	-5.88235294117647	Services
http://www.shabellenews.com/2017/03/four-somali-shopkeepers-killed-in-south-africa/	-7.80346820809249	Four Somali shopkeepers murdered in South Africa
http://www.sowetanlive.co.za/news/2017/02/03/three-somali-nationals-killed-in-khayelitsha	-5.60747663551402	Three Somali nationals killed in Khayelitsha
http://www.thenewage.co.za/anc-to-launch-mandela-centennary-celebrations/	1.29533678756477	ANC to launch Mandela centennary celebrations
http://www.thenewage.co.za/bid-to-protect-ems-staff/	-0.70588235294117	Bid to protect EMS staff
http://www.thenewage.co.za/somali-nationals-live-in-fear/	-6.4804469273743	Somali nationals live in fear
http://www.thepresidency.gov.za/speeches/address-deputy-president-cyril-ramaphosa-11th-annual-competition-law,-economics-and-policy	-2.36826524570752	Address by Deputy President Cyril Ramaphosa at the 11th Annual Competition Law , Economics and Policy Conference
http://www.timeslive.co.za/local/2017/06/13/Cape-Town-commuters-rebel-as-Metrorail-fails	-4.92753623188406	Cape Town commuters rebel as Metrorail fails
http://www.timeslive.co.za/politics/2017/03/03/ANC-calls-for-halt-to-attacks-on-emergency-services-in-Cape-Town	-4.59016393442623	ANC calls for halt to attacks on emergency services in Cape Town
http://www.wardheernews.com/four-somali-shopkeepers-killed-in-khayelitsha-in-under-a-month/	-7.65027322404372	Four Somali shopkeepers killed in Khayelitsha in under a month
http://www.wardheernews.com/motives-questioned-as-somalis-buried/	-7.41687979539642	Motives questioned as Somalis buried
http://www.wardheernews.com/somalis-plead-for-an-end-to-killings-in-khayelitsha/	-5.85858585858586	Somalis plead for an end to killings in Khayelitsha
http://www.wheels24.co.za/News/Guides_and_Lists/red-flags-raised-about-the-aarto-bill-demerit-system-traffic-fines-and-more-20180220	-5.6935817805383	Red flags raised about AARTO : Demerit system , traffic fines and more ... 
https://allafrica.com/stories/201810220342.html	-3.3306255077173	South Africa : Heartbreaking Stories After Massive Khayelitsha Blaze
https://allafrica.com/stories/201905150147.html	-1.49863760217984	South Africa : Informal Settlements Need Better Rubbish Collection
https://allafrica.com/stories/201909120461.html	-5.66893424036281	South Africa : Murder Stats - 6 Out of 10 Worst Murder Areas in Cape Town - and Nyanga Remains Murder Capital
https://allafrica.com/stories/202005200816.html	-1.39949109414758	South Africa : Immigrant Spaza Shop Owners Asked for  Donation to Protect Them From Criminals
https://allafrica.com/stories/202007010750.html	-2.66666666666667	South Africa : Nomandla Yako , Who Defied Thabo Mbeki By Importing HIV Medicines , Has Died
https://allafrica.com/stories/202008040268.html	-8.27586206896552	South Africa : Search for Gunmen Underway As Three Killed Near Taxi Rank in Khayelitsha
https://allafrica.com/stories/202010010816.html	-7.29483282674771	South Africa : MEC Albert Fritz Condemns Shooting of 6 in Site C , Khayelitsha
https://allafrica.com/stories/202010050810.html	-7.94223826714803	South Africa : MEC Albert Fritz Condemns Shooting in Hanover Park
https://allafrica.com/stories/202011110427.html	-0.25889967637541	South Africa : MSF 20 Year Anniversary - Two HIV Treatment Professionals Reflect on 20 Years in Khayelitsha
https://allafrica.com/stories/202101070218.html	-9.61538461538462	South Africa : Minister Sisulu Slammed for Public Outburst During Walkabout in Fire - Ravaged Khayelitsha
https://allafrica.com/stories/202106280754.html	-7.82918149466192	South Africa : Triangle Project Concerned By Delayed Hate Crimes Bill
https://allafrica.com/stories/202204260226.html	-2.45901639344263	South Africa : Fifty Families Share Two Toilets in Taiwan , Khayelitsha
https://allafrica.com/stories/202207190057.html	-6.91489361702128	South Africa : Police Commissioner and MEC Witness Mob Justice Assault in Khayelitsha
https://allafrica.com/stories/202210260358.html	-6.70731707317073	South Africa : Khayelitsha Lesbian Murder Trial Set for January
https://allafrica.com/stories/202211210415.html	2.27027027027027	South Africa : Innovative Double - Storey Housing Project for Khayelitsha
https://citizen.co.za/news/south-africa/1908354/police-arrest-suspect-in-khayelitsha-cop-murder-case/	-10.8571428571428	Police arrest suspect in Khayelitsha cop murder case
https://citizen.co.za/news/south-africa/1912598/cape-town-police-continue-search-for-alleged-cop-killers/	-9.9099099099099	Cape Town police continue search for alleged cop killers
https://citizen.co.za/news/south-africa/1917314/new-school-already-crammed-beyond-capacity/	-1.03734439834025	New school already crammed beyond capacity
https://citizen.co.za/news/south-africa/2025935/heartbreaking-stories-after-massive-khayelitsha-blaze/	-3.38983050847457	Heartbreaking stories after massive Khayelitsha blaze
https://citizen.co.za/news/south-africa/crime/2176015/cape-town-woman-abducted-and-murdered-boyfriend-shot/	-9.75609756097561	Cape Town woman abducted and murdered , boyfriend shot
https://citizen.co.za/news/south-africa/crime/2178461/murder-stats-six-out-of-10-worst-murder-areas-in-cape-town-and-nyanga-remains-murder-capital/	-5.68181818181818	Murder stats : six out of 10 worst murder areas in Cape Town – and Nyanga remains murder capital
https://citizen.co.za/news/south-africa/crime/2325383/watch-repairs-in-khayelitsha-on-hold-after-eskom-vehicle-torched-in-arson-attack/	-5.76441102756892	WATCH : Repairs in Khayelitsha on hold after Eskom vehicle torched in arson attack
https://citizen.co.za/news/south-africa/government/2147128/da-hinders-fight-against-crime-in-western-cape-cele-suggests/	-3.91644908616188	DA hinders fight against crime in Western Cape , Cele suggests
https://citizen.co.za/news/south-africa/government/2324678/da-is-wrong-to-politicise-battle-against-covid-19-mkhize/	-3.40236686390533	DA is wrong to politicise battle against Covid - 19 – Mkhize
https://citizen.co.za/news/south-africa/society/2231170/city-of-cape-town-refuses-to-say-how-many-shacks-it-demolished-this-weekend/	-2.5609756097561	City of Cape Town refuses to say how many shacks it demolished this weekend
https://ewn.co.za/0001/01/01/wc-organised-crime-detectives-probe-triple-murder-in-paarl	-9.02061855670103	WC organised crime detectives probe triple murder in Paarl
https://ewn.co.za/2018/08/13/another-arrest-made-4-months-after-ct-cop-s-murder	-12.4352331606218	Another arrest made 4 months after CT cop murder
https://ewn.co.za/2018/09/13/saps-seize-rifles-explosive-components-in-khayelitsha-house-raid	-10.6382978723404	SAPS seize rifles , explosive components in Khayelitsha house raid
https://ewn.co.za/2019/02/11/khayelitsha-site-c-residents-angered-heart-broken-by-death-of-eff-activist	-7.69230769230769	Khayelitsha Site C residents angered , heartbroken by death of EFF activist
https://ewn.co.za/2019/02/11/well-known-eff-activist-shot-and-killed-in-khayelitsha	-8.14814814814815	Well - known EFF activist shot and killed in Khayelitsha
https://ewn.co.za/2019/04/01/khayelitsha-forum-to-start-pilot-project-to-ensure-paramedic-crews-safety	0.42553191489361	Khayelitsha forum to start pilot project to ensure paramedic crew safety
https://ewn.co.za/2019/10/25/khayelitsha-family-want-justice-for-murdered-nwabisa-mthumeni	-6.5989847715736	Khayelitsha family want justice for murdered Nwabisa Mthumeni
https://ewn.co.za/2019/12/26/family-angered-as-no-arrests-made-3-months-after-nwabisa-mthumeni-s-murder	-9.40594059405942	Family angered as no arrests made 3 months after Nwabisa Mthumeni murder
https://ewn.co.za/2020/08/04/hunt-continues-for-gunmen-who-killed-three-people-in-khayelitsha	-9.20245398773006	Hunt continues for gunmen who killed three people in Khayelitsha
https://ewn.co.za/2020/10/01/khayelitsha-community-urged-to-mobilise-after-mass-shooting	-5.82010582010582	Khayelitsha community urged to mobilise after mass shooting
https://ewn.co.za/2020/10/01/mec-fritz-calls-for-swift-action-in-apprehending-assailants-in-khayelitsha-mass-murder	-9.7560975609756	Khayelitsha mass shooting : WC Safety MEC calls for swift arrest of assailants
https://ewn.co.za/2020/10/04/khayelitsha-community-disappointed-with-lack-of-arrests-after-6-people-gunned-down	-11.2195121951219	Khayelitsha community disappointed with lack of arrests after 6 people killed
https://ewn.co.za/2020/10/05/no-arrests-made-yet-after-6-people-dead-4-injured-in-khayelitsha-shooting	-13.1313131313131	No arrests made yet after fatal Khayelitsha shootings
https://ewn.co.za/2020/11/16/taxi-driver-on-the-run-after-knocking-down-cop-in-khayelitsha	-8.17610062893082	Taxi driver on the run after knocking down cop in Khayelitsha
https://ewn.co.za/2021/01/05/sisulu-wants-taiwan-informal-settlement-to-be-declared-disaster-area	-7.1917808219178	Sisulu wants Taiwan informal settlement to be declared disaster area
https://ewn.co.za/2021/01/06/wc-s-taiwan-informal-settlement-residents-wait-on-sisulu-s-fire-assistance-plan	-4.375	WC Taiwan informal settlement residents wait on Sisulu fire assistance plan
https://ewn.co.za/2021/02/01/horrified-khayelitsha-residents-want-more-saps-visibility-after-mass-shooting	-10.3603603603604	Horrified Khayelitsha residents want more SAPS visibility after mass shooting
https://ewn.co.za/2021/04/21/another-taxi-owner-shot-dead-in-cape-town-woman-wounded	-8.97959183673469	Another taxi owner shot dead in Cape Town , woman wounded
https://ewn.co.za/2021/04/22/codeta-wants-law-enforcement-at-taxi-ranks-after-taxi-owner-killed-in-khayelitsha	-6.66666666666667	Codeta wants law enforcement at taxi ranks after taxi boss killed in Khayelitsha
https://ewn.co.za/2021/05/31/khayelitsha-s-crime-tragedy-too-many-victims-and-not-enough-policing	-4.62089163683697	Khayelitsha crime tragedy : Broken promises are breaking the community
https://ewn.co.za/2021/09/29/mchunu-dws-wants-answers-from-coct-over-blocked-overflowing-khayelitsha-sewers	-7.66550522648084	Mchunu : DWS wants answers from CoCT over blocked , overflowing Khayelitsha sewers
https://ewn.co.za/2021/09/29/reducing-sewer-blockages-in-khayelitsha-requires-a-joint-effort-coct	-6.9620253164557	Reducing sewer blockages in Khayelitsha requires a joint effort
https://ewn.co.za/2021/09/30/khayelitsha-residents-hope-mchunu-s-visit-will-bring-end-to-sewer-problems	-8.52272727272727	Khayelitsha residents hope Mchunu visit will bring end to sewer problems
https://ewn.co.za/2021/12/14/saps-probe-triple-murder-case-in-site-c-khayelitsha	-5.14705882352941	SAPS probe triple murder case in Site C , Khayelitsha
https://ewn.co.za/2021/12/21/police-probe-triple-murder-in-grassy-park	-7.57575757575758	Police probe triple murder in Grassy Park
https://ewn.co.za/2021/12/23/gang-violence-on-the-rise-in-ct-despite-cele-s-promise-of-safer-festive-season	-2.60869565217391	Gang violence on the rise in CT despite Cele promise of safer festive season
https://ewn.co.za/2022/05/09/police-probing-multiple-leads-following-latest-mass-shooting-in-khayelitsha	-8.62068965517241	Police probing multiple leads following latest mass shooting in Khayelitsha
https://ewn.co.za/2022/05/09/six-people-killed-in-mass-shooting-in-khayelitsha	-11.3636363636364	Six people killed in mass shooting in Khayelitsha
https://ewn.co.za/2022/05/09/we-are-quite-scared-another-khayelitsha-mass-shooting-leaves-community-tense	-9.57095709570961	  We are quite scared : Another Khayelitsha mass shooting shocks community
https://ewn.co.za/2022/05/10/khayelitsha-mass-shooting-cele-calls-on-coct-to-prioritise-safety-of-residents	-6.12244897959183	Khayelitsha mass shooting : Cele says safety of residents must be prioritised
https://ewn.co.za/2022/05/10/khayelitsha-residents-fear-for-their-lives-following-latest-mass-shooting	-10.4166666666667	Khayelitsha residents fear for their lives following latest mass shooting
https://ewn.co.za/2022/05/10/more-than-one-suspect-involved-in-khayelitsha-mass-shooting-saps	-6.88259109311741	More than one suspect involved in Khayelitsha mass shooting
https://ewn.co.za/2022/05/11/cele-wants-answers-after-man-accused-of-khayelitsha-mass-shooting-granted-bail	-12.9139072847682	Cele wants answers after man accused of Khayelitsha mass shooting granted bail
https://ewn.co.za/2022/05/11/khayelitsha-residents-want-police-station-in-site-c-in-wake-of-mass-shootings	-5.76923076923077	Khayelitsha residents want police station in Site C in wake of mass shootings
https://ewn.co.za/2022/05/12/no-breakthrough-yet-in-khayelitsha-site-c-mass-shooting	-7.88177339901478	No breakthrough yet in Khayelitsha Site C mass shooting
https://ewn.co.za/2022/05/12/police-recover-firearm-used-in-khayelitsha-mass-shooting	-9.50226244343888	Police recover firearm used in Khayelitsha mass shooting
https://ewn.co.za/2022/12/18/cape-town-police-investigate-khayelitsha-triple-murder	-7.55813953488372	Cape Town police investigate Khayelitsha triple murder
https://ewn.co.za/2022/12/20/wc-mec-allen-urges-witnesses-of-khayelitsha-triple-murder-to-come-forward	-9.92366412213742	WC MEC Allen urges witnesses of Khayelitsha triple murder to come forward
https://ewn.co.za/2022/12/22/cele-cautions-against-politicising-service-delivery	-2.57879656160458	Cele cautions against politicising service delivery
https://ewn.co.za/2022/12/23/cele-to-speak-to-ministers-about-living-conditions-in-khayelitsha	0.98039215686274	Cele to speak to ministers about living conditions in Khayelitsha
https://lowvelder.co.za/445368/cape-town-taxistrike-shocking-footage-images-surface-twitter/	-3.03514376996805	Cape Town # Taxistrike : Shocking footage and images surface on Twitter
https://memeburn.com/2017/04/busstrike-cape-town-johannesburg/	-3.16831683168317	 # BusStrike : slew of commuters left stranded across South Africa
https://mg.co.za/news/2020-06-04-virus-spreads-like-fire-in-the-cape/	-4.72334682860998	Virus spreads like fire in the Cape - The Mail & Guardian
https://mg.co.za/news/2022-05-09-six-die-in-another-khayelitsha-mass-shooting/	-10.3975535168196	Six die in another Khayelitsha mass shooting
https://rekordeast.co.za/178727/cape-town-taxistrike-shocking-footage-images-surface-twitter/	-2.54237288135593	Cape Town # Taxistrike : Shocking footage and images surface on Twitter
https://wn.com/Khayelitsha	-0.54037362976687	Khayelitsha
https://www.africaleader.com/news/257920786/china-denies-reports-it-plans-to-set-up-base-troops-in-afghanistan	-1.44665461121157	China Denies Reports It Plans To Set Up Base , Troops In Afghanistan
https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	-8.99581589958158	Man arrested in connection with murder of Cape Town woman
https://www.architectural-review.com/essays/making-an-entrance-the-next-generation-of-brazilian-architects/10044933.article	-0.77770576798444	Making an entrance : the next generation of Brazilian architects
https://www.bizcommunity.com/Article/196/801/233732.html	2.24032586558045	Innovative double - storey housing project for Khayelitsha
https://www.businesslive.co.za/bd/national/2018-05-07-unions-mull-fresh-wage-offer-as-bus-strike-enters-its-fourth-week/	-2.47349823321555	Unions mull fresh wage offer as bus strike enters its fourth week
https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	-8.99581589958158	Man arrested in connection with murder of Cape Town woman
https://www.capetalk.co.za/articles/400528/police-probe-fatal-shooting-of-seven-people-in-gugulethu	-7.4468085106383	Police probe fatal shooting of seven people in Gugulethu
https://www.capetalk.co.za/articles/413003/operations-at-25-of-city-s-sewage-pump-stations-affected-by-theft-and-vandalism	-11.6352201257862	Operations at 25 of City sewage pump stations affected by theft and vandalism
https://www.capetalk.co.za/articles/415616/city-of-cape-town-says-residents-are-cause-of-raw-sewage-crisis-in-khayelitsha	-6.38297872340425	City of Cape Town says residents are cause of raw sewage crisis in Khayelitsha
https://www.capetalk.co.za/articles/415636/sewage-crisis-what-is-happening-in-site-c-is-a-ticking-bomb-across-townships	-6.15141955835962	Sewage Crisis :  What is happening in Site C is a ticking bomb across townships  
https://www.capetalk.co.za/articles/423904/vandalism-of-pump-station-leads-to-endless-sewage-problems-in-khayelitsha	-6.80851063829787	Vandalism of pump station leads to endless sewage problems in Khayelitsha
